TimesH,Frame,NoMissing,1,1,2,2,3,3,4,4,5,5,6,6
,,Place_Cursor,X,Y,X,Y,X,Y,X,Y,X,Y,X,Y
152,152,,2.414,2.216,3.094,2.79,3.495,2.547,2.265,2.97,2.031,2.538,3.873,2.257
153,153,,2.406,2.226,3.105,2.789,3.48,2.542,2.277,2.962,2.026,2.537,3.867,2.242
154,154,,2.409,2.223,3.099,2.794,3.502,2.545,2.246,2.995,2.017,2.534,3.866,2.246
155,155,,2.405,2.223,3.098,2.79,3.501,2.539,,,2.013,2.534,3.869,2.243
156,156,,2.411,2.219,3.098,2.794,3.494,2.548,2.258,3.002,2.017,2.536,3.867,2.229
157,157,,2.411,2.217,3.098,2.794,3.48,2.539,2.261,2.975,2.007,2.535,4.02,2.226
158,158,,2.406,2.219,3.1,2.795,3.494,2.556,2.301,3.055,1.984,2.546,4.028,2.25
159,159,,2.407,2.214,3.107,2.792,3.475,2.539,2.296,3.062,1.994,2.555,4.045,2.24
160,160,,2.404,2.229,3.116,2.789,3.494,2.55,2.257,3.071,,,4.047,2.235
161,161,,2.416,2.24,3.123,2.775,3.488,2.56,,,,,,
162,162,,2.406,2.249,3.104,2.822,,,,,,,,
163,163,,2.408,2.262,,,3.478,2.564,2.294,3.054,,,,
164,164,,,,,,3.465,2.554,2.303,3.047,,,,
165,165,,,,,,,,,,,,,
