TimesH,Frame,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96
7.51,7.51,0,0.0002,0,0.0001,5.21E-05,0.0001,0.0001,0.0003,0.0004,0.0002,0.0002,0.0001,0,0.0004,0.0004,0.0003,0.0008,0,7.96E-05,0.0003,7.08E-05,0.0001,0.0004,0.0004,0.0006,0.0008,6.49E-05,0.0002,5.90E-06,0.0005,0.0004,0.0002,0.0006,0.0003,0.0002,9.14E-05,0.0003,0.0003,0.0007,0.0005,0.0008,0.0006,0.0003,0.0002,0.0004,0.0001,9.44E-05,0.0006,0.0007,0.0007,0.0003,0.0002,0.0003,0.001,0.0013,0.0021,8.85E-06,0.0002,7.67E-05,0.0001,5.90E-06,0.0008,0.0005,0.0001,0,0,0,0,6.39E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18E-05,0,0,0,0,0,0,0,0,0,0
7.76,7.76,0.0006,0.0001,0.0001,0,0.0005,0.0003,0.0005,0.0003,0.0013,0.0002,0.0003,6.00E-05,0.0001,0.0004,0.0005,0.0003,0.0004,0.0006,0.0002,0.0002,0.0003,0.0003,0.0005,0.0003,0.0007,0.0007,0.0002,0.0003,0.0001,0.0009,0.0005,0.0009,0.0004,0.0007,1.08E-05,0.0001,8.95E-05,0.0004,0.0005,0.0003,0.0002,0.0005,0,1.97E-05,0,2.95E-05,5.80E-05,0.0005,0.0004,0.0004,0,0.0001,0,0.0012,0.0006,0.0023,0.0006,0.0008,0.0003,7.77E-05,0,0.0004,0.0006,1.67E-05,0,0,0,0.0001,0,0,0,7.77E-05,0,0,0,0,0,0,0,0,0,0,0,0,0.0001,1.77E-05,0,1.67E-05,0,0,0,0,4.42E-05,0,0.0001,0
8.01,8.01,0.0005,0.0002,9.53E-05,0.0002,0.0002,0.0005,0.0005,0.0004,0.0007,0.0004,0.0003,9.34E-05,0.0003,0.0004,0.0008,0.0004,0.0008,0.0005,0.0002,0,0.0004,4.92E-06,0.0001,0.0002,0.0005,6.59E-05,0,0,0,0.0003,0.0006,0.0003,0.0001,0.0003,0,0.0001,0.0002,1.97E-06,0.0002,0.0001,0.0006,8.55E-05,8.55E-05,0,0.0004,6.98E-05,0,0.0004,0.0007,0.0004,0,0,2.95E-06,0.0013,0.001,0.0018,0.0003,0.0003,0.0001,7.86E-06,8.26E-05,0.0006,0.0004,0.0002,0,0,0,0,0,0,0,0,3.93E-06,0,0,0.0002,0,3.74E-05,0,9.83E-06,0.0002,1.97E-06,0,0,0,0.0002,8.45E-05,0.0001,0,0,0,0.0001,9.24E-05,4.42E-05,8.36E-05,0
8.26,8.26,0.001,0.0002,0.0003,0,0.0004,0,0.0003,0.0004,0.0005,0,0.0002,1.28E-05,0,0.0003,0.0003,0.0003,0.0002,0.0002,0,8.36E-05,3.05E-05,0,0.0002,0.0002,0.0005,0.0004,0,0,0,0.0003,0.0002,0.0003,0.0005,0.0005,0,2.75E-05,0,0.0003,0.0001,0.0003,0.0004,0.0006,0.0001,8.06E-05,0.0002,0.0003,3.34E-05,0.0006,0.0008,0.0002,0.0003,0,0.0002,0.0013,0.0013,0.0019,0.0005,0.0004,0.0004,0.0005,0.0003,0.0007,0.0006,0.0004,7.77E-05,8.75E-05,0,0.0001,0,7.86E-06,0.0001,0,0,0,0.0003,0,1.47E-05,6.68E-05,0,0.0001,0,7.67E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.51,8.51,0.0004,0.0002,0,0,6.68E-05,2.46E-05,0.0002,0.0004,0.0006,0.0004,0.0001,0,0,0.0003,0.0004,0.0003,0.0008,6.29E-05,5.90E-06,6.88E-06,0.0001,0.0002,0,0.0004,0.0003,0.0002,0.0003,0.0002,0.0003,0.0003,0.0003,0.0002,0.0004,0.0003,7.57E-05,0,0.0003,0.0004,0.0004,0.0003,0.0007,0.0007,0.0002,0.0002,0.0006,0.0002,0.0001,0.0004,0.0005,0.0003,6.88E-05,0.0003,3.05E-05,0.001,0.0011,0.0021,0.0006,0.0004,0.0002,0,9.63E-05,0.0007,0.0006,0.0003,0,0,0,0,4.33E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05E-05,0,0
8.76,8.76,0.0002,0.0002,0.0001,0.0001,0,0.0002,0.0003,0.0004,0.0006,0.0001,0.0002,5.60E-05,0.0001,0.0004,0.0004,4.13E-05,0.0007,0.0002,0.0002,3.34E-05,0.0002,5.50E-05,0.0005,0.0003,0.0006,0.0002,9.83E-07,0.0001,8.06E-05,0.0003,0.0006,0.0003,0.0001,0.0003,0,0.0004,0.0001,0.0004,0.0004,0.0002,0.0008,0.0006,0.0002,0.0005,0.0002,0.0004,0.0001,0.0008,0.0002,0.0002,0,0.0002,0,0.0009,0.0008,0.0021,9.24E-05,0.0001,0,4.91E-05,0,0.0007,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18E-05
9.01,9.01,0.0004,8.55E-05,0.0004,5.11E-05,0.0001,0.0006,5.11E-05,0.0012,0.0005,0.0004,3.93E-05,0,0,0.0004,0.0007,0.0002,0.0006,0.0003,2.26E-05,0.0004,0.0004,0.0003,0.0005,0.0004,0.0005,0.0004,0.0002,0.0002,0.0002,0.0003,0.0005,0.0004,0.0009,0.0004,0.0001,3.64E-05,6.88E-05,0.0003,0.0002,9.83E-05,0.0007,6.59E-05,0,0,6.59E-05,0,0,0.0006,0,7.08E-05,0.0002,0,0,0.0011,0.0009,0.0014,0.0002,0.0002,0,0,0,0.0004,0.0001,0,0,0,0,4.23E-05,0,0,0.0003,0,6.78E-05,0,0,2.06E-05,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,2.65E-05,0,0.0002,1.08E-05,1.57E-05,0,0.0001
9.26,9.26,0.0002,0.0004,8.85E-05,0.0003,0.0001,0.0001,0.0002,0.0003,0.0004,0.0003,4.91E-05,4.13E-05,0.0002,0.0003,0.0005,0.0005,0.0006,0,0,0,0.0002,0,4.91E-05,0.0001,5.11E-05,2.56E-05,0,0,0,0.0001,0,0.0003,0.0004,0.0001,0,0,0,0.0002,0.0001,5.80E-05,0.0005,0.0004,0,3.24E-05,0,0,0,3.44E-05,0.0006,5.01E-05,0.0001,0,4.33E-05,0.001,0.0006,0.002,0.0003,0.0005,0.0002,4.03E-05,0.0003,0.0003,0.0003,0.0002,3.34E-05,0,0.0001,0,0,0,6.59E-05,8.26E-05,0.0001,0,0.0001,3.64E-05,0.0001,0,0.0001,0,9.93E-05,0,6.59E-05,0,4.82E-05,0,0,0,0,0,0,0,0,0,0,0
9.51,9.51,9.63E-05,0,6.78E-05,0,0.0001,6.49E-05,7.18E-05,0.0004,0.0001,0,0,0,1.97E-06,6.39E-05,0.0002,0,0.0001,8.85E-06,0,0.0001,0,0,0.0002,0,0.0003,0.0001,0,0,0,0.0005,0.0001,0.0002,0.0002,0.0004,0,0.0001,0,0.0002,0,0.0003,0.0007,0.0004,0,0.0001,0,0.0003,0,0.0004,0.0002,0,0,0,0,0.0011,0.0007,0.0019,0.0003,0.0006,3.83E-05,0,0.0002,0.0005,0.0005,0,0.0001,0,0.0001,0,2.95E-06,1.87E-05,0,0.0002,1.97E-06,0,0,0,9.83E-07,0,0.0003,0,0.0002,0,0.0002,0,0.0002,0,0,0,0,0,0,0,0,0,0,0
9.76,9.76,0.0001,0,0,8.36E-05,0,0,0,3.24E-05,0,0.0001,0.0002,0.0003,0,0.0002,0.0003,0.0002,0.0004,0,2.16E-05,0.0002,0,0,6.29E-05,0.0002,0.0002,8.65E-05,0,0,0,0,0.0006,0,0.0004,6.88E-05,0,0,0.0003,5.41E-05,0,0.0002,0.0005,2.26E-05,0.0002,0,0.0003,0,0.0002,0.0003,0.0003,0.0004,0,0.0001,0.0002,0.0008,0.0009,0.0018,0.0005,0.0004,0.0002,0,7.18E-05,0.0002,0.0004,0.0003,0,0,0,0.0002,0.0002,8.95E-05,0,6.59E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.01,10.01,0,0.0001,0,0,0,0.0003,0.0002,0.0002,0.0005,0.0001,1.97E-05,0,0.0001,0.0001,0.0001,8.16E-05,0.0002,0.0002,0,9.83E-05,0,0,0,0.0003,0.0004,0.0002,0.0002,0.0002,0,0.0002,0.0003,0.0001,0.0002,0.0004,1.08E-05,0,0,0.0002,6.09E-05,0.0003,0.0004,0.0004,0,0.0001,0.0003,6.78E-05,0.0001,0.0004,0.0005,0.0002,2.95E-05,0.0003,0,0.0012,0.0008,0.0018,0.0003,0.0005,0,0.0003,0.0001,0.0004,0.0004,0.0002,0.0002,0,8.45E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.26,10.26,0,0.0001,0,0,0.0001,0.0001,0.0001,0,0.0004,0.0003,2.46E-05,0,0,0.0001,0,0.0001,0.0005,0.0004,0,9.83E-06,5.41E-05,0.0001,0,7.67E-05,9.93E-05,0.0003,0.0001,0.0003,0,0.0005,2.85E-05,0.0002,0.0004,0.0003,0.0002,0.0002,0.0002,0.0003,7.96E-05,0.0002,0.0007,0.0007,4.92E-06,8.16E-05,0.0006,0.0001,0.0001,0.0003,0.0006,0.0003,0.0001,8.06E-05,0,0.0011,0.0004,0.0016,0,0.0002,4.03E-05,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,2.16E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,3.05E-05,0,0,0,3.74E-05,0
10.51,10.51,0.0001,0,3.93E-05,0,0.0001,0.0001,0.0003,0,0.0007,9.83E-07,0.0001,0,0.0002,0.0002,4.91E-05,0.0003,0.0006,0.0003,0.0001,0.0002,0,0,0.0002,0.0002,0.0003,0.0003,0.0002,0.0003,0.0003,0.0005,0.0004,0.0001,0.0006,0.0002,4.72E-05,0.0001,0,0.0002,0,0,0.0003,0.0001,0,6.59E-05,0.0002,0,0,0.0001,0.0001,0,3.05E-05,6.49E-05,0,0.0009,0.0004,0.0012,0,0.0001,0,0,9.44E-05,0.0002,2.46E-05,0,3.15E-05,0,0,0,0,0,0,0,0,3.93E-06,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,1.28E-05,0,0,0,0,8.36E-05,0,0,0
10.76,10.76,0.0001,0,0.0002,0,0.0002,2.65E-05,0.0004,0.0002,0.0006,0.0002,0.0004,0,5.21E-05,0.0002,0.0001,0.0002,0.0006,0,0.0002,0.0001,0.0001,0,5.50E-05,0.0002,0,0,7.67E-05,0,4.52E-05,2.85E-05,0.0003,0.0002,0,0.0003,0,0,0,0,0,0,0.0004,3.83E-05,0,0,1.97E-05,0,0,2.56E-05,0,0.0002,0,0,0,0.0009,0.0004,0.0013,2.06E-05,0.0004,0,0,8.55E-05,0.0004,0.0002,0,0,0,0,0,0,2.06E-05,0,0,0,0,0,2.95E-06,0,9.93E-05,0,1.08E-05,0.0003,0,0,0,0,0.0001,0,0,0,2.16E-05,0,0,6.39E-05,0,0,0
11.01,11.01,0.0001,0.0002,0.0002,7.18E-05,0.0002,0.0003,0,0.0005,0.0002,0.0002,0.0001,0.0003,0.0001,5.90E-06,0.0003,0.0002,0.0004,0.0003,0,0,0,0,0,0,0.0001,0,0,0,0,0.0001,0,5.01E-05,0,0.0003,0,0,0,4.52E-05,8.85E-05,2.56E-05,0.0003,5.90E-05,0,0,0,0.0002,0.0001,0.0002,0.0002,0.0002,1.97E-05,2.26E-05,0,0.0009,0.0004,0.0012,8.26E-05,0.0003,0,0.0003,2.95E-06,0.0002,0.0003,0,0.0004,0,0,0,7.96E-05,0,2.36E-05,0.0002,0,4.13E-05,1.77E-05,0,0.0003,0.0001,0.0001,3.34E-05,0.0001,0,6.39E-05,0,1.87E-05,6.39E-05,0.0001,0,0,0,0,0,0,9.34E-05,0,0.0003
11.26,11.26,0,1.77E-05,0,6.19E-05,0,0,0.0002,0,0.0001,0.0002,0,0,0,0.0001,0,0.0001,8.75E-05,0,0,2.95E-05,0,3.05E-05,0,0.0001,0.0002,0.0001,0,0,0.0003,0.0002,4.23E-05,0,0.0005,0.0001,0,0,0,0.0004,0.0003,0.0002,0.0005,0.0009,0.0002,0,0.0001,0,0.0004,0.0001,0.0004,0.0004,2.85E-05,4.42E-05,0,0.0008,0.0005,0.0014,0.0003,0.0003,2.36E-05,3.24E-05,0.0001,0.0004,0.0007,0,9.83E-07,8.55E-05,6.98E-05,0,0,0,0,0,0,0,0,0,0,0,0,7.47E-05,0,0,0,0,0,0,0,0,0,0,0,0.0001,0,0,0,0
11.51,11.51,0,0,0,0,0,7.86E-05,0,0.0004,0.0001,0.0004,0,8.75E-05,0,0.0002,0.0006,0.0002,0.0006,0.0002,0,1.18E-05,0.0001,0.0002,7.08E-05,0.0002,0.0004,0.0002,9.93E-05,0.0002,0.0003,0,0.0004,0.0002,0.0004,0.0003,0.0003,4.52E-05,0.0005,0.0003,0.0003,0.0002,0.0005,0.0002,0.0001,0,0,8.26E-05,0.0002,0.0004,0,6.09E-05,3.93E-06,0,0.0001,0.0006,0.0007,0.0009,0.0001,0,0,0,0,0.0002,8.06E-05,0,0,0,0,0,0,0,0,0,6.88E-06,0,0,0,0,0,0,0,0,7.86E-06,0,9.83E-06,0,2.26E-05,0,0,9.24E-05,0.0001,0,8.36E-05,5.90E-06,0,0,0
11.76,11.76,0.0004,0.0001,5.01E-05,0.0001,0,0.0001,1.77E-05,0.0003,2.85E-05,0.0002,0.0002,8.36E-05,0,0.0003,0.0001,0,0.0005,6.29E-05,0,0.0003,6.09E-05,1.87E-05,0.0004,0.0003,0.0002,0,0.0002,2.65E-05,0.0002,6.00E-05,0.0004,0.0002,0.0002,0,0,0,0,0,3.54E-05,0,0,0,0,0,0,0,0,0.0001,0,0,0,0,0,0.0013,0.0002,0.0014,0,0.0003,0,0,0,0.0003,0.0004,0,0,0,0,0,0,0,0,0.0001,0,0,0,1.47E-05,0,0,0,0,0,0,0,0,0,0,0,6.78E-05,0,0,0.0002,0.0002,0.0002,0,0.0001,0
12.01,12.01,0.0002,1.57E-05,0.0004,0,0.0003,0.0003,0.0002,0.0001,0.0003,0.0002,0.0002,0,0.0002,0.0005,0.0003,0.0001,0.0004,0,0.0001,0,4.72E-05,0,8.06E-05,0,0.0002,0,0,0,0,0,0.0003,0,4.92E-06,0,0,0,6.39E-05,0,0,0.0001,0.0003,7.86E-05,9.83E-06,0,7.86E-06,0,0,0,4.13E-05,5.70E-05,0,2.06E-05,0,0.0006,0.0005,0.0013,0.0002,0.0001,0,0,0,0.0001,6.09E-05,2.16E-05,0,0,0,0,0,0,0,0,0,0,0,0.0002,0,5.41E-05,0,6.09E-05,0,6.49E-05,0,5.90E-05,0,0,0,0,0,2.06E-05,0.0001,0.0002,0,0.0004,6.49E-05,4.52E-05
12.26,12.26,0.0001,0,0.0002,1.87E-05,0,5.60E-05,0,3.54E-05,0,0,0,0,4.91E-05,0,0,0,0.0003,0,0,0,0,0,0,0.0002,0,0.0002,0,0,0,0,7.57E-05,0,0.0001,1.97E-06,0,0,4.33E-05,0,0,0,0.0005,0,0,0,0.0001,0,0,0,0.0001,0.0003,7.77E-05,0,9.04E-05,0.0006,0.0006,0.0014,0.0002,0.0001,0.0001,0.0001,0,0.0003,0,0.0001,0,3.93E-05,0,0,6.68E-05,1.77E-05,0,0,1.28E-05,0,0,0.0001,8.85E-06,0.0005,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.51,12.51,0,0,0,0,0,0,0.0001,0,0.0004,0,6.19E-05,0,6.39E-05,0,0,7.96E-05,0.0004,0.0003,0,0,0.0001,6.88E-06,7.86E-05,0.0001,0.0002,0.0001,0.0002,0.0003,0,0.0003,0.0003,0.0003,0.0004,7.67E-05,3.24E-05,3.93E-06,0.0001,2.95E-06,0.0003,0.0002,0.0004,0.0004,7.86E-06,0.0002,7.27E-05,0.0005,5.50E-05,0.0004,7.86E-05,0.0002,0,0,0,0.0006,0.0006,0.0009,0,0.0003,0,0,0,0.0004,4.03E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.31E-05,9.83E-07,6.59E-05,0,0,0,0,0.0001,0,0,0
12.76,12.76,3.24E-05,0.0001,8.95E-05,0,0.0002,1.97E-06,0.0003,0,0.0006,1.77E-05,0.0002,0,0.0004,0.0001,0.0003,0.0002,0.0005,0.0003,0.0001,0.0002,4.82E-05,1.38E-05,5.50E-05,0,0.0002,0.0003,0,0.0001,0,0.0003,0.0004,0.0002,0,0.0001,0,0,0,0,0,0.0002,2.95E-05,0.0002,0,0,0,0,0,5.70E-05,0,5.21E-05,0,0,9.34E-05,0.0007,0.0004,0.0011,0.0003,0.0002,0.0002,8.85E-06,0.0002,9.63E-05,0.0002,0,0,0,0,5.31E-05,9.14E-05,0,0.0001,0,0.0002,0,0.0002,0.0001,0,0,0,0.0001,7.27E-05,0.0001,0,0,0,0.0002,0,9.93E-05,0,0.0002,0,0,0,6.09E-05,0,9.83E-06
13.01,13.01,0.0005,9.24E-05,0.0004,0.0002,0.0002,0.0004,0.0004,0.0003,0.0002,0,0,0,0,0.0001,0.0002,0.0001,0.0003,0,7.08E-05,0,0,0,0,0,0,0,0,0,9.83E-07,1.28E-05,0.0001,0,0.0001,0.0001,6.39E-05,2.16E-05,0,0,0.0002,0,0.0005,0.0003,0,0,0.0001,0.0001,6.19E-05,0.0001,0,0.0002,0,0,1.28E-05,0.0007,0.0005,0.0009,0.0002,0.0003,0.0001,0,0.0001,0.0003,0.0005,0,0.0002,0,0,0.0001,0,0,5.60E-05,0,4.72E-05,4.82E-05,0,0.0002,9.53E-05,7.77E-05,0,0.0001,0,0,0,4.62E-05,0,0.0002,0,0,0,0,0,4.52E-05,0,0,0,0
13.26,13.26,7.37E-05,0,0,0,3.93E-06,0,3.93E-06,0.0001,7.57E-05,6.88E-06,0,0,0,1.87E-05,0,0,0.0002,1.77E-05,0,2.75E-05,4.92E-06,0,0,9.14E-05,0,0,0,0,0,0.0002,4.13E-05,0,5.70E-05,0,3.24E-05,1.38E-05,0,0.0002,0.0002,0.0001,0.0003,0,0.0003,0,1.77E-05,0,8.95E-05,0.0001,0.0003,0.0004,0.0001,4.03E-05,0.0003,0.0009,0.0007,0.0013,0.0002,0.0003,0.0002,0,0.0003,0.0003,0.0006,6.00E-05,0.0001,0.0003,0.0001,0,0,0,7.47E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.51,13.51,0,0.0002,0,8.45E-05,0,7.37E-05,0,0.0002,0.0003,0.0002,0,8.65E-05,0,0.0005,0.0002,0,0.0003,0,0,0.0001,0,5.21E-05,0.0003,0.0002,0.0003,0.0005,0,0,0,0,0.0002,6.49E-05,0.0005,0.0002,0.0002,0,0.0002,0.0001,1.97E-06,0.0002,0.0003,0.0004,8.95E-05,0.0001,0.0003,0.0001,9.34E-05,0.0003,0.0002,2.36E-05,0,0.0001,0.0001,0.0008,0.0004,0.0013,5.90E-06,0,0,0,0.0003,0.0004,0.0002,0,0,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13.76,13.76,0.0005,0,4.92E-06,0,5.80E-05,0.0003,8.85E-05,0.0004,0.0003,0.0004,0.0003,0,4.03E-05,2.06E-05,0.0002,0,0.0006,0.0003,0,4.23E-05,0,0,0.0002,8.85E-05,0.0002,0.0003,0.0003,0.0001,0.0003,0.0003,0.0004,8.45E-05,0.0003,6.88E-05,0,0,0.0001,0.0001,0,0.0002,0.0002,6.78E-05,0.0002,0,0,0,0,0,0.0002,0,0,0,0,0.0008,0.0001,0.0011,0,4.92E-06,0,0,0,0.0001,0.0004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18E-05,0,0,0,0.0002,0.0002,0,0,0.0001,2.16E-05,0,0,0.0001,0.0004,2.85E-05,0,0,3.74E-05
14.01,14.01,6.88E-06,0.0003,0,0,7.77E-05,0.0001,0.0002,0.0001,0.0002,0.0002,2.16E-05,0,0,0.0002,6.09E-05,0.0004,0,2.46E-05,0,0,0,0,5.31E-05,8.85E-05,6.00E-05,0,0,0,0,0,0,0,0.0002,0,0,0,0,0,0,0,0.0001,5.70E-05,0,0.0002,0,0,0,0.0002,0,7.57E-05,0,0,0,0.0005,0.0003,0.0012,0,0.0003,0,0.0001,0.0002,9.04E-05,0,0,9.04E-05,0,0,0.0003,0,9.63E-05,0,0.0001,0,0.0002,1.18E-05,0.0001,0.0001,0,0.0003,0,9.53E-05,5.31E-05,3.44E-05,0,0,7.77E-05,0,0,0,0,0,0,0,0,7.47E-05,3.54E-05
14.26,14.26,7.57E-05,9.44E-05,0,0,4.13E-05,0,0.0003,0,0,0,8.95E-05,0,0,3.93E-06,0,0,0.0002,0,0,0,1.08E-05,0,0,0,0.0001,1.18E-05,8.45E-05,0,0,0.0002,0.0001,0.0002,3.83E-05,0.0002,0,0.0002,0,4.91E-05,0.0001,0.0002,0.0004,0.0002,0,4.13E-05,0,6.00E-05,0,0.0002,4.92E-06,0.0002,0,0.0004,0,0.0007,0.0004,0.001,0.0004,0.0005,0,0.0002,0,0.0005,0.0002,0.0001,0.0004,0.0001,0,7.18E-05,0,0,0,0,0,0,0,6.88E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.51,14.51,0,0,0.0002,0,0,5.90E-06,0.0003,4.23E-05,0.0005,7.18E-05,0.0001,0,2.85E-05,0,0.0001,0,0.0003,0,0,0,0,0,0.0001,0.0004,0.0003,0.0003,7.08E-05,9.83E-05,9.83E-05,0,0.0002,1.77E-05,0.0005,2.56E-05,6.29E-05,2.56E-05,0.0002,0,0.0003,0.0003,0.0004,0.0003,3.15E-05,7.27E-05,0,0.0004,0.0001,0.0004,0.0002,1.47E-05,0,0.0001,0,0.0007,0.0005,0.001,0,6.29E-05,0,0,0,0.0003,0.0001,0,0,2.95E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93E-06,0,0,0,0,0,0,0,0,0,0,0,0,0,3.93E-06,0
14.76,14.76,0.0003,0,0.0001,0,7.27E-05,0.0001,0.0002,0.0003,0.0003,0.0002,0.0001,6.49E-05,0.0002,0.0001,0.0003,0.0002,0.0005,0.0003,3.05E-05,0.0002,6.68E-05,0.0001,0.0002,5.50E-05,0.0002,0,7.86E-05,3.44E-05,0.0003,0.0002,0.0004,0.0002,0.0003,0.0001,0,0,3.83E-05,0.0002,0,0,0.0002,0.0001,0,0,1.28E-05,0,0,8.16E-05,0,1.97E-06,0,0,0,0.0004,0.0005,0.0017,0,4.13E-05,0,0,0,0.0003,0,0,0,0,0,0,0,0,4.72E-05,0,0.0001,5.21E-05,0,0.0002,0,0.0001,0,0,0,0,0,0.0001,0,0.0001,0,0,0,0,0,0.0001,0,0.0003,0,3.93E-06
15.01,15.01,9.83E-06,6.00E-05,2.95E-05,0,0,0.0002,0,0.0002,0,0.0003,0,0,0,0,0.0001,9.04E-05,1.57E-05,0,0,0,0,0,0,0,5.50E-05,0,0,0,0,0.0001,2.06E-05,0,3.24E-05,0,0.0001,0,0.0001,0,6.68E-05,0,0.0003,5.41E-05,4.72E-05,0.0001,0,0.0002,5.21E-05,0.0002,0,0.0001,0,4.62E-05,0.0002,0.0007,0.0008,0.0007,0.0001,0.0002,0.0003,0,0,0.0005,0.0002,6.00E-05,0,0.0002,0,0.0001,0.0001,7.57E-05,0,0,0,0,0,0.0003,1.67E-05,9.73E-05,0,0.0001,0,2.06E-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.26,15.26,0,0,0,0,0,0.0006,0,4.72E-05,0.0003,0.0003,0,0.0001,2.85E-05,0,4.52E-05,0,0.0001,0,0,2.95E-06,0,0,0,6.00E-05,0.0001,0.0001,0,0,0.0001,0,7.86E-05,0,0.0002,0,9.14E-05,0,0,0,0.0003,0.0001,0.0003,0,9.83E-06,0,9.93E-05,1.28E-05,0.0002,0.0001,0.0003,0.0002,0.0003,1.08E-05,4.82E-05,0.0005,0.0005,0.0014,0.0003,0.0003,0.0002,0,0.0002,0.0002,0.0005,0,0,0,0,0.0001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.64E-05,0,0,0,0,0,0,0
15.51,15.51,0,0.0001,0,0,0,0.0003,0.0001,0.0003,0.0003,6.00E-05,0,0.0002,0,0,0.0001,0.0002,0.0002,0,0,2.46E-05,0,7.47E-05,2.85E-05,0.0002,0,0.0002,0,2.65E-05,0,8.16E-05,5.80E-05,0,0.0002,0.0002,0.0002,0,0,0,0.0001,5.31E-05,0.0001,0.0004,0,0,0.0001,0,0.0001,0.0002,0.0004,0,0.0002,0,9.34E-05,0.0006,0.0004,0.0014,0.0007,0.0001,0.0002,0,0.0002,0.0004,0.0002,9.44E-05,0,0,0.0005,0,7.37E-05,8.85E-05,0,0,0,0,0.0002,0,4.13E-05,0.0003,0,9.34E-05,0.0001,0.0001,0,2.16E-05,0,0,0,0,0,0,0,0,0,0,0,0
15.76,15.76,6.09E-05,0,0,0,0,0,0,0,5.11E-05,0,0,0,8.55E-05,0,0,0.0001,9.93E-05,0,0,0,0,0,0,4.03E-05,0.0002,0,0.0001,0,0,0,0.0004,0.0001,0.0003,0,0,0,9.83E-05,0,7.08E-05,0,0.0005,0,0.0003,0,0.0002,0,0.0002,8.06E-05,0.0002,0.0001,0,0.0002,2.26E-05,0.0009,0.0005,0.0013,0.0004,0,9.73E-05,0.0001,0.0001,0.0003,0.0003,8.75E-05,8.85E-06,0,5.50E-05,0,0,0.0002,0,0,0,0,0,1.97E-05,0,3.05E-05,0,9.93E-05,0.0001,0,0,0,0,0,0,9.83E-07,0,0,0,0,0,0,0,0
16.01,16.01,0,0,0.0003,0,0,3.93E-05,0,0.0002,0.0001,0.0002,0,0,2.36E-05,5.41E-05,0.0002,0,0.0002,0,0.0002,0.0004,0.0001,0.0002,9.83E-06,0.0001,0.0003,0,5.50E-05,0,9.44E-05,0,0.0001,1.87E-05,0.0002,0,0,0,0,1.97E-06,0.0002,0.0002,0.0006,0.0001,0.0002,0,0.0001,0,0.0001,0.0001,0.0003,0.0001,0,0,0.0002,0.0009,0.0006,0.0018,0.0005,4.91E-05,0.0003,0,6.19E-05,0.0005,0.0002,0,0,0,0,0,0.0003,0.0003,5.01E-05,9.83E-06,0,0,1.87E-05,0,0,0,0,0.0004,0,0,0,0,0,0,0,0,0,0,0,4.03E-05,0,0,0,0
16.26,16.26,0.0002,0,0,0,0.0002,4.92E-06,0,0.0003,0.0001,7.67E-05,2.65E-05,0,0,0,0.0002,0,0.0003,0.0002,3.54E-05,3.44E-05,7.08E-05,9.04E-05,0.0005,0,0.0003,0.0002,0.0002,0.0003,1.18E-05,0.0003,0.0002,0.0001,0.0002,0.0002,0,0.0002,0,0.0003,0.0002,0.0002,0.0004,0.0004,0,0.0002,0,0.0002,0.0002,0.0003,0.0001,0.0003,0,0.0002,0,0.001,0.0006,0.0016,0,0,0,9.83E-07,0,0.0001,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.18E-05,0,0,0
